text,intent
can you set a two hour timer,directive
what subjects did you like most at university ?,question
what kind of weather does miami have,question
"can you give me a traffic update for driving routes nearest ocean city, new jersey from philadelphia",question
"no , but we do have to pay 9 months rent in 6 months , so for the first months we pay 1/2 month's rent each month .",inform
does the 7th floor belong to our company too ?,question
yes . i am very glad to have the chance .,commissive
"yes , that would be perfect .",commissive
and your address ?,directive
you got it . good job .,inform
"please help yourself to whatever you like , don't be shy .",directive
i broke my card scraping snow off the windshield,complaint
so barb ... what do you do ?,question
"they are by new models now , they are not very expensive . maybe you should look for one .",directive
what sports do you think women excel at most ?,question
"hey siri, please cancel my reservation at the loft for 5",directive
i'm calling about you appointment.mr.smith has to cancel all his appointments because he's got something urgent to attend to .,directive
hopefully next month . everything is a little rushed . we should be able to set up our branch office and expand our business quickly .,inform
"yes , ma'am , how could i help you ?",question
"could you change this note for me , please ?",directive
may i do anything else for you ?,question
my visa was stolen,complaint
that's what the weatherman said last night .,inform
looks not bad .,inform
please add cleaning on my list to do,directive
"believe me , the time will fly by ! before you know it , you'll be changing diapers ! you have to start preparing !",inform
"very well , mr zhang . i'll not reduce my order . i'll take the full quantity you offer . and i'll arrange for the l / c to be opened in your favor as soon as i get home .",inform
i think the style is a little old-fashioned . it's not what i want .,inform
"the brand name and the nice artwork need not be changed , but the net weight must be placed on the lower part of the panel .",directive
"no , please , mom ! don't make me gargle with saltwater !",commissive
"hmm ... okay , here ’ s the thing . i ’ ve always seen you as more than just a friend , and i can ’ t take it any more . i know you better than anyone , i know the pros and cons of your personality , i even know what side of the bed is yours ! i think we would be great together , don ’ t you ?",question
"yeah , like it very much . my name has become a part of me .",confirmation
what've i spent on gas this month,inform
